id,shift_id,employee_id,approval_status,approved_at,notes
1298,1298,90,approved,2026-01-12T20:40:33.376Z,
1299,1299,91,rejected,2026-01-15T14:13:16.480Z,Did not complete full shift
1300,1300,92,approved,2026-01-13T17:03:23.361Z,Approved by manager
1301,1301,93,approved,2026-01-14T14:09:01.578Z,Approved by manager
1302,1302,94,approved,2026-01-15T15:00:19.870Z,
1303,1303,95,rejected,2026-01-16T08:07:51.845Z,Did not complete full shift
1304,1304,96,approved,2026-01-12T19:46:18.923Z,Excellent performance
1305,1305,97,approved,2026-01-13T11:54:49.489Z,
1306,1306,98,rejected,2026-01-14T14:44:10.633Z,Did not complete full shift
1307,1307,99,approved,2026-01-13T18:07:51.755Z,Excellent performance
1308,1308,100,approved,2026-01-14T15:16:19.052Z,Excellent performance
1309,1309,101,approved,2026-01-12T23:41:48.377Z,Approved by manager
1310,1310,102,approved,2026-01-15T14:04:15.551Z,Excellent performance
1311,1311,103,approved,2026-01-15T08:14:01.786Z,Standard approval
1312,1312,104,approved,2026-01-14T08:26:59.997Z,Late arrival noted
1313,1313,105,approved,2026-01-14T03:34:39.133Z,Approved by manager
1314,1314,106,approved,2026-01-14T19:09:29.528Z,
1315,1315,107,pending,,
1316,1316,108,approved,2026-01-12T08:03:07.566Z,Standard approval
1317,1317,7,approved,2026-01-14T18:51:32.307Z,Excellent performance
1318,1318,8,approved,2026-01-14T13:21:02.523Z,
1319,1319,9,approved,2026-01-16T16:18:35.560Z,
1320,1320,10,approved,2026-01-13T00:44:08.160Z,
1321,1321,11,approved,2026-01-13T17:05:30.384Z,Excellent performance
1322,1322,14,approved,2026-01-12T19:14:39.202Z,Standard approval
1323,1323,16,approved,2026-01-13T03:49:08.498Z,Excellent performance
1324,1324,17,pending,,
1325,1325,18,approved,2026-01-15T22:11:12.789Z,
1326,1326,20,approved,2026-01-16T17:57:52.772Z,Standard approval
1327,1327,21,approved,2026-01-11T20:44:37.344Z,Standard approval
1328,1328,22,approved,2026-01-15T22:38:30.410Z,Late arrival noted
1329,1329,23,approved,2026-01-16T10:22:45.488Z,Approved by manager
1330,1330,24,approved,2026-01-16T06:06:37.301Z,Approved by manager
1331,1331,25,approved,2026-01-13T02:14:59.374Z,
1332,1332,26,approved,2026-01-12T22:10:04.793Z,Late arrival noted
1333,1333,27,approved,2026-01-12T14:09:09.779Z,
1334,1334,28,approved,2026-01-14T14:59:06.297Z,Late arrival noted
1335,1335,29,approved,2026-01-15T08:53:03.494Z,Approved by manager
1336,1336,30,approved,2026-01-11T19:04:03.074Z,
1337,1337,31,pending,,
1338,1338,32,pending,,
1339,1339,33,approved,2026-01-11T20:04:03.921Z,Approved by manager
1340,1340,34,pending,,
1341,1341,35,approved,2026-01-14T05:06:52.675Z,Late arrival noted
1342,1342,36,approved,2026-01-15T09:12:58.588Z,
1343,1343,37,approved,2026-01-12T01:05:19.529Z,Excellent performance
1344,1344,38,approved,2026-01-11T18:49:44.929Z,Approved by manager
1345,1345,39,approved,2026-01-15T08:16:11.445Z,Approved by manager
1346,1346,40,approved,2026-01-15T10:03:08.198Z,Excellent performance
1347,1347,41,approved,2026-01-14T09:28:12.873Z,Approved by manager
1348,1348,42,approved,2026-01-13T22:48:02.692Z,
1349,1349,43,approved,2026-01-15T04:14:26.522Z,
1350,1350,44,approved,2026-01-15T13:35:43.717Z,Excellent performance
1351,1351,45,pending,,
1352,1352,46,approved,2026-01-12T21:58:17.294Z,
1353,1353,47,approved,2026-01-12T04:46:22.092Z,
1354,1354,48,approved,2026-01-13T16:02:01.942Z,Late arrival noted
1355,1355,49,approved,2026-01-14T08:59:43.057Z,
1356,1356,50,approved,2026-01-11T21:08:33.118Z,
1357,1357,51,approved,2026-01-16T03:42:24.390Z,Excellent performance
1358,1358,52,approved,2026-01-14T22:17:27.317Z,Late arrival noted
1359,1359,53,approved,2026-01-12T12:19:03.223Z,
1360,1360,55,pending,,
1361,1361,56,approved,2026-01-15T13:09:53.860Z,
1362,1362,57,approved,2026-01-12T20:32:52.182Z,
1363,1363,58,pending,,
1364,1364,59,approved,2026-01-12T06:11:55.463Z,Standard approval
1365,1365,60,approved,2026-01-15T22:53:07.726Z,Late arrival noted
1366,1366,61,approved,2026-01-12T02:31:34.929Z,Late arrival noted
1367,1367,62,approved,2026-01-13T02:11:50.506Z,Approved by manager
1368,1368,64,approved,2026-01-14T21:32:20.593Z,Standard approval
1369,1369,65,approved,2026-01-12T03:23:53.189Z,Late arrival noted
1370,1370,66,approved,2026-01-13T15:45:18.059Z,
1371,1371,67,approved,2026-01-14T17:35:57.858Z,Approved by manager
1372,1372,68,approved,2026-01-15T05:43:07.139Z,Late arrival noted
1373,1373,69,approved,2026-01-12T13:11:05.530Z,
1374,1374,70,pending,,
1375,1375,71,rejected,2026-01-14T06:15:30.431Z,Did not complete full shift
1376,1376,72,approved,2026-01-15T19:29:39.650Z,Approved by manager
1377,1377,73,rejected,2026-01-15T00:14:09.058Z,Did not complete full shift
1378,1378,74,approved,2026-01-13T04:18:32.371Z,Standard approval
1379,1379,75,rejected,2026-01-14T18:02:49.275Z,Did not complete full shift
1380,1380,77,approved,2026-01-12T23:00:43.558Z,Standard approval
1381,1381,78,approved,2026-01-15T23:09:20.108Z,
1382,1382,79,pending,,
1383,1383,80,approved,2026-01-13T12:06:05.513Z,Late arrival noted
1384,1384,81,approved,2026-01-15T05:41:41.668Z,Late arrival noted
1385,1385,82,approved,2026-01-15T16:53:26.059Z,Excellent performance
1386,1386,83,approved,2026-01-12T09:15:25.956Z,
1387,1387,84,approved,2026-01-12T10:18:15.850Z,Excellent performance
1388,1388,85,approved,2026-01-12T02:45:38.982Z,Excellent performance
1389,1389,86,approved,2026-01-12T03:22:29.738Z,
1390,1390,87,approved,2026-01-15T21:06:43.722Z,Excellent performance
1391,1391,89,approved,2026-01-14T01:50:56.226Z,
1392,1392,90,approved,2026-01-13T21:48:05.285Z,Late arrival noted
1393,1393,91,approved,2026-01-15T21:02:53.428Z,Approved by manager
1394,1394,92,approved,2026-01-12T06:08:50.504Z,
1395,1395,93,approved,2026-01-16T10:58:38.478Z,
1396,1396,94,approved,2026-01-13T08:16:43.242Z,Late arrival noted
1397,1397,95,approved,2026-01-16T00:35:44.694Z,Excellent performance
1398,1398,96,approved,2026-01-13T15:27:16.906Z,
1399,1399,97,approved,2026-01-14T00:11:13.486Z,
1400,1400,98,pending,,
1401,1401,99,rejected,2026-01-16T13:26:13.735Z,Did not complete full shift
1402,1402,100,approved,2026-01-12T17:24:42.293Z,
1403,1403,101,approved,2026-01-15T20:00:38.877Z,Late arrival noted
1404,1404,102,approved,2026-01-13T10:03:41.884Z,
1405,1405,103,approved,2026-01-13T20:53:48.967Z,Standard approval
1406,1406,104,approved,2026-01-14T11:41:38.134Z,
1407,1407,105,approved,2026-01-12T10:25:28.789Z,Excellent performance
1408,1408,106,approved,2026-01-12T05:05:02.387Z,Standard approval
1409,1409,107,pending,,
1410,1410,108,approved,2026-01-15T06:37:58.912Z,
1411,1411,7,approved,2026-01-16T13:10:45.721Z,Late arrival noted
1412,1412,8,approved,2026-01-13T16:11:06.202Z,Late arrival noted
1413,1413,9,approved,2026-01-14T06:20:16.107Z,Excellent performance
1414,1414,10,approved,2026-01-12T16:24:23.775Z,Standard approval
1415,1415,11,pending,,
1416,1416,14,approved,2026-01-14T21:42:42.414Z,
1417,1417,16,approved,2026-01-13T09:50:10.005Z,Excellent performance
1418,1418,17,approved,2026-01-13T06:55:38.823Z,Excellent performance
1419,1419,18,approved,2026-01-13T08:15:49.200Z,Standard approval
1420,1420,20,approved,2026-01-16T17:02:24.325Z,Approved by manager
1421,1421,21,approved,2026-01-16T18:45:26.134Z,Approved by manager
1422,1422,22,approved,2026-01-15T17:29:06.051Z,Excellent performance
1423,1423,23,approved,2026-01-14T21:13:34.076Z,Standard approval
1424,1424,24,pending,,
1425,1425,25,approved,2026-01-13T14:54:03.713Z,Late arrival noted
1426,1426,26,approved,2026-01-12T13:10:50.145Z,Approved by manager
1427,1427,27,approved,2026-01-13T07:49:49.638Z,Approved by manager
1428,1428,28,approved,2026-01-14T16:30:38.222Z,
1429,1429,29,approved,2026-01-15T12:51:50.713Z,
1430,1430,30,approved,2026-01-11T22:12:16.194Z,
1431,1431,31,approved,2026-01-15T20:50:16.423Z,Standard approval
1432,1432,32,approved,2026-01-14T10:23:55.157Z,Approved by manager
1433,1433,33,approved,2026-01-13T15:38:54.496Z,
1434,1434,34,rejected,2026-01-16T06:07:05.492Z,Did not complete full shift
1435,1435,35,approved,2026-01-13T19:59:37.193Z,Late arrival noted
1436,1436,36,approved,2026-01-14T14:28:11.358Z,Excellent performance
1437,1437,37,approved,2026-01-15T22:22:49.016Z,Excellent performance
1438,1438,38,approved,2026-01-15T11:28:18.389Z,
1439,1439,39,approved,2026-01-14T10:24:32.977Z,
1440,1440,40,approved,2026-01-16T09:50:19.971Z,
1441,1441,41,approved,2026-01-13T16:44:14.336Z,Late arrival noted
1442,1442,42,approved,2026-01-15T23:46:40.858Z,Standard approval
1443,1443,43,approved,2026-01-12T05:41:40.672Z,Excellent performance
1444,1444,44,approved,2026-01-13T07:38:52.498Z,Approved by manager
1445,1445,45,approved,2026-01-12T13:50:01.570Z,Approved by manager
1446,1446,46,approved,2026-01-15T15:26:32.022Z,Late arrival noted
1447,1447,47,approved,2026-01-13T12:23:49.693Z,Excellent performance
1448,1448,48,approved,2026-01-14T07:32:46.180Z,Approved by manager
1449,1449,49,approved,2026-01-12T08:42:09.286Z,
1450,1450,50,approved,2026-01-15T13:51:36.131Z,Approved by manager
1451,1451,51,pending,,
1452,1452,52,pending,,
1453,1453,53,approved,2026-01-12T01:12:53.548Z,
1454,1454,55,approved,2026-01-12T01:59:15.654Z,Late arrival noted
1455,1455,56,approved,2026-01-15T22:50:33.300Z,
1456,1456,57,approved,2026-01-12T10:42:27.819Z,
1457,1457,58,approved,2026-01-16T14:41:03.597Z,
1458,1458,59,approved,2026-01-15T05:25:55.529Z,
1459,1459,60,approved,2026-01-11T19:25:06.326Z,Standard approval
1460,1460,61,pending,,
1461,1461,62,pending,,
1462,1462,64,approved,2026-01-14T00:08:54.647Z,
1463,1463,65,approved,2026-01-16T18:22:34.142Z,Excellent performance
1464,1464,66,approved,2026-01-12T12:55:44.042Z,Excellent performance
1465,1465,67,approved,2026-01-14T03:54:17.024Z,
1466,1466,68,approved,2026-01-15T09:47:15.849Z,Excellent performance
1467,1467,69,approved,2026-01-14T08:25:13.399Z,Late arrival noted
1468,1468,70,approved,2026-01-15T18:28:59.482Z,Approved by manager
1469,1469,71,pending,,
1470,1470,72,rejected,2026-01-16T00:22:46.014Z,Did not complete full shift
1471,1471,73,rejected,2026-01-14T08:58:20.393Z,Did not complete full shift
1472,1472,74,approved,2026-01-16T09:22:09.362Z,Approved by manager
1473,1473,75,approved,2026-01-15T07:24:41.769Z,Excellent performance
1474,1474,77,approved,2026-01-12T04:58:14.138Z,
1475,1475,78,approved,2026-01-12T06:57:55.129Z,Excellent performance
1476,1476,79,pending,,
1477,1477,80,approved,2026-01-12T16:54:47.337Z,Late arrival noted
1478,1478,81,approved,2026-01-13T03:07:38.214Z,Standard approval
1479,1479,82,pending,,
1480,1480,83,approved,2026-01-15T22:13:37.495Z,Excellent performance
1481,1481,84,pending,,
1482,1482,85,approved,2026-01-13T09:09:57.077Z,Excellent performance
1483,1483,86,approved,2026-01-14T19:02:59.334Z,Approved by manager
1484,1484,87,rejected,2026-01-15T12:56:57.056Z,Did not complete full shift
1485,1485,89,approved,2026-01-12T11:06:44.675Z,
1486,1486,90,rejected,2026-01-14T16:31:30.922Z,Did not complete full shift
1487,1487,91,approved,2026-01-13T20:26:27.834Z,Late arrival noted
1488,1488,92,approved,2026-01-15T02:04:11.402Z,Late arrival noted
1489,1489,93,approved,2026-01-14T04:15:24.326Z,
1490,1490,94,approved,2026-01-11T21:27:33.415Z,Approved by manager
1491,1491,95,approved,2026-01-15T06:18:17.683Z,Excellent performance
1492,1492,96,approved,2026-01-16T02:26:46.465Z,Approved by manager
1493,1493,97,approved,2026-01-15T18:16:48.450Z,Approved by manager
1494,1494,98,approved,2026-01-13T01:07:29.568Z,
1495,1495,99,approved,2026-01-13T11:38:57.387Z,Standard approval
1496,1496,100,approved,2026-01-11T22:23:19.369Z,Excellent performance
1497,1497,101,approved,2026-01-13T17:50:26.742Z,
1498,1498,102,approved,2026-01-15T20:05:27.887Z,
1499,1499,103,approved,2026-01-11T20:36:37.917Z,Approved by manager
1500,1500,104,approved,2026-01-15T08:11:10.252Z,
1501,1501,105,approved,2026-01-15T11:41:55.591Z,Excellent performance
1502,1502,106,approved,2026-01-12T00:35:13.646Z,Excellent performance
1503,1503,107,pending,,
1504,1504,108,approved,2026-01-13T19:59:22.292Z,Late arrival noted
1505,1505,7,approved,2026-01-12T07:22:11.702Z,Late arrival noted
1506,1506,8,approved,2026-01-15T18:46:45.881Z,
1507,1507,9,approved,2026-01-13T05:12:35.725Z,
1508,1508,10,approved,2026-01-14T22:42:45.862Z,Standard approval
1509,1509,11,pending,,
1510,1510,14,approved,2026-01-14T10:51:02.894Z,Excellent performance
1511,1511,16,approved,2026-01-16T05:04:07.845Z,Late arrival noted
1512,1512,17,approved,2026-01-15T01:35:53.048Z,
1513,1513,18,approved,2026-01-12T18:29:19.040Z,Standard approval
1514,1514,20,approved,2026-01-15T15:06:08.249Z,Late arrival noted
1515,1515,21,approved,2026-01-14T00:57:42.078Z,Late arrival noted
1516,1516,22,approved,2026-01-11T22:29:57.591Z,Standard approval
1517,1517,23,approved,2026-01-12T10:19:10.073Z,
1518,1518,24,approved,2026-01-13T19:05:51.375Z,
1519,1519,25,approved,2026-01-16T08:18:47.990Z,Late arrival noted
1520,1520,26,approved,2026-01-13T00:43:29.720Z,Standard approval
1521,1521,27,approved,2026-01-13T05:01:04.972Z,
1522,1522,28,approved,2026-01-13T04:55:35.580Z,
1523,1523,29,approved,2026-01-16T02:36:08.791Z,Excellent performance
1524,1524,30,pending,,
1525,1525,31,rejected,2026-01-16T00:50:15.529Z,Did not complete full shift
1526,1526,32,approved,2026-01-14T07:40:18.621Z,
1527,1527,33,pending,,
1528,1528,34,approved,2026-01-14T10:39:42.570Z,Late arrival noted
1529,1529,35,approved,2026-01-12T18:04:41.452Z,
1530,1530,36,approved,2026-01-15T00:57:21.368Z,Late arrival noted
1531,1531,37,approved,2026-01-12T03:17:30.395Z,Late arrival noted
1532,1532,38,approved,2026-01-15T08:48:03.207Z,Standard approval
1533,1533,39,approved,2026-01-13T01:39:22.784Z,Standard approval
1534,1534,40,approved,2026-01-14T07:23:36.864Z,Excellent performance
1535,1535,41,pending,,
1536,1536,42,approved,2026-01-13T03:39:59.633Z,Late arrival noted
1537,1537,43,approved,2026-01-15T08:43:42.344Z,
1538,1538,44,approved,2026-01-14T04:07:28.673Z,Approved by manager
1539,1539,45,approved,2026-01-13T07:09:32.081Z,Standard approval
1540,1540,46,approved,2026-01-14T00:07:19.779Z,
1541,1541,47,approved,2026-01-12T04:12:29.172Z,
1542,1542,48,pending,,
1543,1543,49,approved,2026-01-15T16:56:18.318Z,
1544,1544,50,approved,2026-01-14T07:25:51.067Z,Approved by manager
1545,1545,51,approved,2026-01-12T19:08:30.926Z,
1546,1546,52,approved,2026-01-14T15:17:50.930Z,Late arrival noted
1547,1547,53,approved,2026-01-13T11:18:28.913Z,
1548,1548,55,approved,2026-01-13T03:10:21.551Z,Excellent performance
1549,1549,56,approved,2026-01-15T18:42:11.951Z,Standard approval
1550,1550,57,approved,2026-01-16T02:49:41.090Z,Standard approval
1551,1551,58,approved,2026-01-13T00:46:19.037Z,Late arrival noted
1552,1552,59,approved,2026-01-15T08:19:42.299Z,
1553,1553,60,approved,2026-01-16T05:33:02.240Z,Standard approval
1554,1554,61,approved,2026-01-15T06:34:09.843Z,
1555,1555,62,approved,2026-01-13T20:01:48.169Z,
1556,1556,64,pending,,
1557,1557,65,approved,2026-01-15T03:39:08.510Z,
1558,1558,66,approved,2026-01-13T02:48:25.286Z,
1559,1559,67,approved,2026-01-12T13:00:41.514Z,Approved by manager
1560,1560,68,approved,2026-01-12T18:12:14.536Z,Approved by manager
1561,1561,69,approved,2026-01-16T04:27:52.642Z,Standard approval
1562,1562,70,approved,2026-01-14T09:59:42.446Z,Standard approval
1563,1563,71,approved,2026-01-11T23:52:44.250Z,
1564,1564,72,approved,2026-01-14T14:34:19.713Z,
1565,1565,73,approved,2026-01-14T13:07:49.916Z,Late arrival noted
1566,1566,74,pending,,
1567,1567,75,approved,2026-01-14T19:34:26.602Z,
1568,1568,77,pending,,
1569,1569,78,approved,2026-01-12T12:11:37.418Z,Excellent performance
1570,1570,79,approved,2026-01-13T23:24:59.643Z,Approved by manager
1571,1571,80,approved,2026-01-15T01:41:18.317Z,Approved by manager
1572,1572,81,pending,,
1573,1573,82,approved,2026-01-13T17:25:14.386Z,Standard approval
1574,1574,83,approved,2026-01-15T02:01:03.814Z,
1575,1575,84,approved,2026-01-15T11:24:40.378Z,Late arrival noted
1576,1576,85,approved,2026-01-13T00:53:36.850Z,Approved by manager
1577,1577,86,approved,2026-01-13T00:02:54.594Z,
1578,1578,87,approved,2026-01-15T18:15:48.722Z,
1579,1579,89,approved,2026-01-14T22:48:29.893Z,Late arrival noted
1580,1580,90,approved,2026-01-16T04:10:51.596Z,Standard approval
1581,1581,91,approved,2026-01-16T08:44:12.234Z,Late arrival noted
1582,1582,92,approved,2026-01-16T14:27:10.412Z,
1583,1583,93,approved,2026-01-13T08:32:31.260Z,Excellent performance
1584,1584,94,approved,2026-01-15T15:54:49.179Z,Excellent performance
1585,1585,95,approved,2026-01-16T03:40:00.383Z,Standard approval
1586,1586,96,approved,2026-01-12T00:43:24.331Z,
1587,1587,97,approved,2026-01-14T17:51:38.913Z,Standard approval
1588,1588,98,approved,2026-01-14T01:34:04.467Z,Standard approval
1589,1589,99,approved,2026-01-15T20:53:41.200Z,
1590,1590,100,approved,2026-01-15T18:34:25.248Z,
1591,1591,101,approved,2026-01-15T15:08:23.800Z,
1592,1592,102,pending,,
1593,1593,103,approved,2026-01-13T03:33:28.245Z,
1594,1594,104,approved,2026-01-12T08:19:26.419Z,Approved by manager
1595,1595,105,approved,2026-01-12T22:45:53.677Z,
1596,1596,106,approved,2026-01-11T18:51:59.074Z,Approved by manager
1597,1597,107,approved,2026-01-14T22:47:55.492Z,
1598,1598,108,approved,2026-01-14T23:44:48.715Z,Late arrival noted
1599,1599,7,approved,2026-01-15T16:40:33.796Z,Approved by manager
1600,1600,8,approved,2026-01-15T20:18:31.931Z,Excellent performance
1601,1601,9,approved,2026-01-14T12:01:36.830Z,Approved by manager
1602,1602,10,approved,2026-01-14T16:02:11.699Z,Excellent performance
1603,1603,11,approved,2026-01-12T03:37:03.328Z,Excellent performance
1604,1604,14,approved,2026-01-16T14:44:13.800Z,
1605,1605,16,approved,2026-01-13T13:41:48.483Z,Standard approval
1606,1606,17,approved,2026-01-15T22:00:12.985Z,Approved by manager
1607,1607,18,approved,2026-01-13T22:28:45.980Z,
1608,1608,20,approved,2026-01-14T20:14:29.516Z,Late arrival noted
1609,1609,21,approved,2026-01-15T16:26:48.303Z,Excellent performance
1610,1610,22,approved,2026-01-16T10:52:45.140Z,Approved by manager
1611,1611,23,rejected,2026-01-14T10:07:44.285Z,Did not complete full shift
1612,1612,24,approved,2026-01-12T09:01:14.614Z,Late arrival noted
1613,1613,25,approved,2026-01-16T16:09:03.543Z,Excellent performance
1614,1614,26,approved,2026-01-14T01:24:49.328Z,Late arrival noted
1615,1615,27,pending,,
1616,1616,28,approved,2026-01-13T04:08:14.355Z,Approved by manager
1617,1617,29,approved,2026-01-16T09:16:29.807Z,Approved by manager
1618,1618,30,approved,2026-01-16T05:23:49.271Z,Late arrival noted
1619,1619,31,approved,2026-01-12T02:43:15.500Z,Approved by manager
1620,1620,32,pending,,
1621,1621,33,approved,2026-01-12T11:37:02.019Z,
1622,1622,34,approved,2026-01-16T08:02:53.302Z,Excellent performance
1623,1623,35,approved,2026-01-12T17:44:18.670Z,Standard approval
1624,1624,36,approved,2026-01-16T03:28:02.429Z,Standard approval
1625,1625,37,approved,2026-01-12T01:31:12.963Z,Late arrival noted
1626,1626,38,approved,2026-01-15T09:05:00.474Z,Excellent performance
1627,1627,39,approved,2026-01-16T12:57:48.051Z,Standard approval
1628,1628,40,approved,2026-01-13T08:02:01.262Z,Excellent performance
